image_id,feed_id,frame_number,frame_path,bbox,plate_width_px,plate_height_px,plate_area_px,plate_area_frac,plate_aspect,plate_size_category,detection_confidence,detection_source,blur_score,brightness,contrast,glare,crop_quality,skew_deg,angle_category,touches_border,lighting,vehicles_in_frame,readability,ocr_text,ocr_confidence,difficulty,needs_human_review,review_reason,split,image_file,unit,frame_blur_score,frame_brightness,frame_contrast,visibility,occlusion,ocr_readable,difficulty_category,label_source,adjudicated_by,verified_by_human,proposal_id
cam01_10094_1417_621_116x72,cam01,10094,D:\tessttt\testttttt\reports\deep\frames\cam01_0094.jpg,"[74.3, 48.4, 86.8, 51.9]",12.5,3.5,43.75,0.0052,3.5714,SMALL,0.3436,vehicle_crop,4652.9506,167.7222,31.6444,0.0,0.526,,UNKNOWN,False,DAY,1,UNREADABLE_TOO_SMALL,,0.0,"['low_contrast', 'low_confidence', 'unreadable']",False,,test,images/test/cam01_10094_1417_621_116x72.jpg,vehicle_crop,851.781,135.95,76.12,UNKNOWN,UNKNOWN,UNREADABLE_TOO_SMALL,low_contrast|low_confidence|unreadable,adjudicated_proposal,vlm,False,p000172
cam01_10095_625_634_127x100,cam01,10095,D:\tessttt\testttttt\reports\deep\frames\cam01_0095.jpg,"[42.5, 57.6, 53.3, 60.7]",10.9,3.1,33.79,0.0027,3.5161,SMALL,0.4074,vehicle_crop,16389.0523,99.9091,52.5446,0.0,0.6064,,UNKNOWN,False,DAY,1,UNREADABLE_TOO_SMALL,,0.0,['unreadable'],False,,test,images/test/cam01_10095_625_634_127x100.jpg,vehicle_crop,915.286,136.56,75.73,UNKNOWN,UNKNOWN,UNREADABLE_TOO_SMALL,unreadable,adjudicated_proposal,vlm,False,p000174
cam01_10095_1014_606_91x73,cam01,10095,D:\tessttt\testttttt\reports\deep\frames\cam01_0095.jpg,"[40.5, 37.3, 56.6, 41.3]",16.2,4.0,64.8,0.0098,4.05,SMALL,0.249,vehicle_crop,9007.2283,100.4219,31.4199,0.0,0.5466,,UNKNOWN,False,DAY,1,UNREADABLE_TOO_SMALL,,0.0,"['low_contrast', 'low_confidence', 'unreadable']",False,,test,images/test/cam01_10095_1014_606_91x73.jpg,vehicle_crop,915.286,136.56,75.73,UNKNOWN,UNKNOWN,UNREADABLE_TOO_SMALL,low_contrast|low_confidence|unreadable,adjudicated_proposal,vlm,False,p000175
cam01_10095_1559_656_166x93,cam01,10095,D:\tessttt\testttttt\reports\deep\frames\cam01_0095.jpg,"[113.2, 61.4, 130.8, 66.7]",17.6,5.3,93.28,0.006,3.3208,SMALL,0.5731,vehicle_crop,4602.9528,143.2,36.9336,0.0,0.5805,,UNKNOWN,False,DAY,1,UNREADABLE_TOO_SMALL,,0.0,['unreadable'],False,,test,images/test/cam01_10095_1559_656_166x93.jpg,vehicle_crop,915.286,136.56,75.73,UNKNOWN,UNKNOWN,UNREADABLE_TOO_SMALL,unreadable,adjudicated_proposal,vlm,False,p000173
cam01_10096_815_649_100x112,cam01,10096,D:\tessttt\testttttt\reports\deep\frames\cam01_0096.jpg,"[4.0, 37.4, 8.7, 40.2]",4.7,2.9,13.63,0.0012,1.6207,EXTREMELY_TINY,0.4375,vehicle_crop,905.0764,60.5833,11.8072,0.0,0.4136,,UNKNOWN,False,DAY,1,UNREADABLE_TOO_SMALL,,0.0,"['tiny', 'low_light', 'low_contrast', 'unreadable']",False,,test,images/test/cam01_10096_815_649_100x112.jpg,vehicle_crop,912.856,136.59,75.57,UNKNOWN,UNKNOWN,UNREADABLE_TOO_SMALL,tiny|low_light|low_contrast|unreadable,adjudicated_proposal,vlm,False,p000176
cam01_10097_730_513_124x70,cam01,10097,D:\tessttt\testttttt\reports\deep\frames\cam01_0097.jpg,"[53.8, 48.6, 62.3, 51.8]",8.5,3.2,27.2,0.0031,2.6562,VERY_SMALL,0.3449,vehicle_crop,1194.406,75.2593,29.5392,0.0,0.4988,,UNKNOWN,False,DAY,1,UNREADABLE_TOO_SMALL,,0.0,"['tiny', 'low_light', 'low_contrast', 'low_confidence', 'unreadable']",False,,test,images/test/cam01_10097_730_513_124x70.jpg,vehicle_crop,881.548,136.69,75.42,UNKNOWN,UNKNOWN,UNREADABLE_TOO_SMALL,tiny|low_light|low_contrast|low_confidence|unreadable,adjudicated_proposal,vlm,False,p000177
cam01_10100_615_637_139x98,cam01,10100,D:\tessttt\testttttt\reports\deep\frames\cam01_0100.jpg,"[43.5, 54.7, 53.6, 58.3]",10.1,3.6,36.36,0.0027,2.8056,VERY_SMALL,0.2548,vehicle_crop,5936.56,99.325,40.5761,0.0,0.5639,,UNKNOWN,False,DAY,1,UNREADABLE_TOO_SMALL,,0.0,"['tiny', 'low_confidence', 'unreadable']",False,,val,images/val/cam01_10100_615_637_139x98.jpg,vehicle_crop,873.724,136.37,75.47,UNKNOWN,UNKNOWN,UNREADABLE_TOO_SMALL,tiny|low_confidence|unreadable,adjudicated_proposal,vlm,False,p000182
cam01_10101_1554_640_153x118,cam01,10101,D:\tessttt\testttttt\reports\deep\frames\cam01_0101.jpg,"[99.7, 86.0, 119.5, 91.6]",19.9,5.6,111.44,0.0062,3.5536,SMALL,0.7822,vehicle_crop,6384.9339,136.16,47.7577,0.0,0.6303,,UNKNOWN,False,DAY,1,UNREADABLE_TOO_SMALL,,0.0,['unreadable'],False,,val,images/val/cam01_10101_1554_640_153x118.jpg,vehicle_crop,919.498,136.34,76.2,UNKNOWN,UNKNOWN,UNREADABLE_TOO_SMALL,unreadable,adjudicated_proposal,vlm,False,p000185
cam01_10101_1689_666_148x89,cam01,10101,D:\tessttt\testttttt\reports\deep\frames\cam01_0101.jpg,"[115.5, 62.1, 127.0, 67.5]",11.5,5.4,62.1,0.0047,2.1296,SMALL,0.6924,vehicle_crop,6257.3622,120.3667,42.613,0.0,0.5977,,UNKNOWN,False,DAY,1,UNREADABLE_TOO_SMALL,,0.0,['unreadable'],False,,val,images/val/cam01_10101_1689_666_148x89.jpg,vehicle_crop,919.498,136.34,76.2,UNKNOWN,UNKNOWN,UNREADABLE_TOO_SMALL,unreadable,adjudicated_proposal,vlm,False,p000186
cam01_10106_1337_603_104x70,cam01,10106,D:\tessttt\testttttt\reports\deep\frames\cam01_0106.jpg,"[70.7, 45.3, 82.3, 49.7]",11.6,4.5,52.2,0.0072,2.5778,SMALL,0.2387,vehicle_crop,5001.5764,119.2292,34.0932,0.0,0.5681,,UNKNOWN,False,DAY,1,UNREADABLE_TOO_SMALL,,0.0,"['low_confidence', 'unreadable']",False,,val,images/val/cam01_10106_1337_603_104x70.jpg,vehicle_crop,871.868,136.45,76.03,UNKNOWN,UNKNOWN,UNREADABLE_TOO_SMALL,low_confidence|unreadable,adjudicated_proposal,vlm,False,p000189
cam01_10107_725_511_110x83,cam01,10107,D:\tessttt\testttttt\reports\deep\frames\cam01_0107.jpg,"[52.8, 51.5, 57.3, 53.3]",4.5,1.8,8.1,0.0009,2.5,EXTREMELY_TINY,0.2365,vehicle_crop,5729.8,144.7,25.1557,0.0,0.5156,,UNKNOWN,False,DAY,1,UNREADABLE_TOO_SMALL,,0.0,"['tiny', 'low_contrast', 'low_confidence', 'unreadable']",False,,val,images/val/cam01_10107_725_511_110x83.jpg,vehicle_crop,894.192,136.43,76.39,UNKNOWN,UNKNOWN,UNREADABLE_TOO_SMALL,tiny|low_contrast|low_confidence|unreadable,adjudicated_proposal,vlm,False,p000191
cam01_10107_1514_646_145x89,cam01,10107,D:\tessttt\testttttt\reports\deep\frames\cam01_0107.jpg,"[99.2, 58.0, 116.2, 62.2]",17.0,4.2,71.4,0.0055,4.0476,SMALL,0.7606,vehicle_crop,5038.4481,139.1471,30.3902,0.0,0.5631,,UNKNOWN,False,DAY,1,UNREADABLE_TOO_SMALL,,0.0,"['low_contrast', 'unreadable']",False,,val,images/val/cam01_10107_1514_646_145x89.jpg,vehicle_crop,894.192,136.43,76.39,UNKNOWN,UNKNOWN,UNREADABLE_TOO_SMALL,low_contrast|unreadable,adjudicated_proposal,vlm,False,p000190
cam01_10108_725_511_110x83,cam01,10108,D:\tessttt\testttttt\reports\deep\frames\cam01_0108.jpg,"[53.0, 51.5, 57.2, 53.2]",4.2,1.7,7.14,0.0008,2.4706,EXTREMELY_TINY,0.2985,vehicle_crop,5965.8594,153.375,20.3589,0.0,0.4881,,UNKNOWN,False,DAY,1,UNREADABLE_TOO_SMALL,,0.0,"['tiny', 'low_contrast', 'low_confidence', 'unreadable']",False,,val,images/val/cam01_10108_725_511_110x83.jpg,vehicle_crop,880.875,138.16,76.49,UNKNOWN,UNKNOWN,UNREADABLE_TOO_SMALL,tiny|low_contrast|low_confidence|unreadable,adjudicated_proposal,vlm,False,p000192
cam01_10109_404_653_168x111,cam01,10109,D:\tessttt\testttttt\reports\deep\frames\cam01_0109.jpg,"[123.8, 53.2, 132.2, 56.2]",8.4,3.1,26.04,0.0014,2.7097,VERY_SMALL,0.4474,vehicle_crop,4736.5377,109.8519,31.1278,0.0,0.5419,,UNKNOWN,False,DAY,1,UNREADABLE_TOO_SMALL,,0.0,"['tiny', 'low_contrast', 'unreadable']",False,,val,images/val/cam01_10109_404_653_168x111.jpg,vehicle_crop,741.256,136.42,75.7,UNKNOWN,UNKNOWN,UNREADABLE_TOO_SMALL,tiny|low_contrast|unreadable,adjudicated_proposal,vlm,False,p000194
cam01_10109_516_595_131x108,cam01,10109,D:\tessttt\testttttt\reports\deep\frames\cam01_0109.jpg,"[5.0, 12.4, 9.2, 14.4]",4.2,2.0,8.4,0.0006,2.1,EXTREMELY_TINY,0.2503,vehicle_crop,14943.4844,93.375,33.4923,0.0,0.5218,,UNKNOWN,False,DAY,1,UNREADABLE_TOO_SMALL,,0.0,"['tiny', 'low_confidence', 'unreadable']",False,,val,images/val/cam01_10109_516_595_131x108.jpg,vehicle_crop,741.256,136.42,75.7,UNKNOWN,UNKNOWN,UNREADABLE_TOO_SMALL,tiny|low_confidence|unreadable,adjudicated_proposal,vlm,False,p000196
cam01_10109_614_636_141x98,cam01,10109,D:\tessttt\testttttt\reports\deep\frames\cam01_0109.jpg,"[45.6, 56.6, 54.1, 59.6]",8.6,3.0,25.8,0.0019,2.8667,VERY_SMALL,0.5061,vehicle_crop,10000.4225,105.3704,41.3057,0.0,0.5709,,UNKNOWN,False,DAY,1,UNREADABLE_TOO_SMALL,,0.0,"['tiny', 'unreadable']",False,,val,images/val/cam01_10109_614_636_141x98.jpg,vehicle_crop,741.256,136.42,75.7,UNKNOWN,UNKNOWN,UNREADABLE_TOO_SMALL,tiny|unreadable,adjudicated_proposal,vlm,False,p000193
cam01_10109_615_635_140x100,cam01,10109,D:\tessttt\testttttt\reports\deep\frames\cam01_0109.jpg,"[32.7, 66.8, 37.8, 69.1]",5.1,2.3,11.73,0.0008,2.2174,EXTREMELY_TINY,0.2277,vehicle_crop,6284.3289,78.6667,31.4105,0.0,0.5007,,UNKNOWN,False,DAY,1,UNREADABLE_TOO_SMALL,,0.0,"['tiny', 'low_light', 'low_contrast', 'low_confidence', 'unreadable']",False,,val,images/val/cam01_10109_615_635_140x100.jpg,vehicle_crop,741.256,136.42,75.7,UNKNOWN,UNKNOWN,UNREADABLE_TOO_SMALL,tiny|low_light|low_contrast|low_confidence|unreadable,adjudicated_proposal,vlm,False,p000197
cam01_10109_1397_557_144x125,cam01,10109,D:\tessttt\testttttt\reports\deep\frames\cam01_0109.jpg,"[106.2, 96.0, 114.1, 101.7]",7.9,5.7,45.03,0.0025,1.386,EXTREMELY_TINY,0.3064,vehicle_crop,3217.0494,77.65,33.8523,0.0,0.5138,,UNKNOWN,False,DAY,1,UNREADABLE_TOO_SMALL,,0.0,"['tiny', 'low_light', 'low_confidence', 'unreadable']",False,,val,images/val/cam01_10109_1397_557_144x125.jpg,vehicle_crop,741.256,136.42,75.7,UNKNOWN,UNKNOWN,UNREADABLE_TOO_SMALL,tiny|low_light|low_confidence|unreadable,adjudicated_proposal,vlm,False,p000195
cam01_10110_614_637_142x106,cam01,10110,D:\tessttt\testttttt\reports\deep\frames\cam01_0110.jpg,"[45.6, 64.8, 58.1, 67.8]",12.5,3.0,37.5,0.0025,4.1667,SMALL,0.2418,vehicle_crop,6534.522,78.3846,38.5564,0.0,0.5403,,UNKNOWN,False,DAY,1,UNREADABLE_TOO_SMALL,,0.0,"['low_light', 'low_confidence', 'unreadable']",False,,val,images/val/cam01_10110_614_637_142x106.jpg,vehicle_crop,696.047,136.45,78.38,UNKNOWN,UNKNOWN,UNREADABLE_TOO_SMALL,low_light|low_confidence|unreadable,adjudicated_proposal,vlm,False,p000198
cam01_10112_405_653_164x110,cam01,10112,D:\tessttt\testttttt\reports\deep\frames\cam01_0112.jpg,"[122.7, 53.2, 131.2, 55.9]",8.4,2.7,22.68,0.0013,3.1111,VERY_SMALL,0.3339,vehicle_crop,11690.7654,93.8333,29.3281,0.0,0.5184,,UNKNOWN,False,DAY,1,UNREADABLE_TOO_SMALL,,0.0,"['tiny', 'low_contrast', 'low_confidence', 'unreadable']",False,,val,images/val/cam01_10112_405_653_164x110.jpg,vehicle_crop,526.165,130.46,77.49,UNKNOWN,UNKNOWN,UNREADABLE_TOO_SMALL,tiny|low_contrast|low_confidence|unreadable,adjudicated_proposal,vlm,False,p000200
cam01_10113_513_584_140x120,cam01,10113,D:\tessttt\testttttt\reports\deep\frames\cam01_0113.jpg,"[6.0, 23.5, 11.1, 25.6]",5.1,2.1,10.71,0.0006,2.4286,EXTREMELY_TINY,0.2413,vehicle_crop,3099.24,108.5,14.2285,0.0,0.4761,,UNKNOWN,False,DAY,1,UNREADABLE_TOO_SMALL,,0.0,"['tiny', 'low_contrast', 'low_confidence', 'unreadable']",False,,val,images/val/cam01_10113_513_584_140x120.jpg,vehicle_crop,768.149,133.97,77.08,UNKNOWN,UNKNOWN,UNREADABLE_TOO_SMALL,tiny|low_contrast|low_confidence|unreadable,adjudicated_proposal,vlm,False,p000203
cam01_10113_910_527_268x363,cam01,10113,D:\tessttt\testttttt\reports\deep\frames\cam01_0113.jpg,"[102.8, 281.5, 134.3, 292.5]",31.5,11.1,349.65,0.0036,2.8378,MEDIUM,0.6297,vehicle_crop,5288.1224,89.7898,53.4995,0.0,0.6405,3.3665,FRONTAL,False,DAY,1,UNREADABLE_TOO_SMALL,,0.0,['unreadable'],False,,val,images/val/cam01_10113_910_527_268x363.jpg,vehicle_crop,768.149,133.97,77.08,UNKNOWN,UNKNOWN,UNREADABLE_TOO_SMALL,unreadable,adjudicated_proposal,vlm,False,p000201
cam01_10114_959_755_193x176,cam01,10114,D:\tessttt\testttttt\reports\deep\frames\cam01_0114.jpg,"[67.4, 110.6, 102.3, 120.6]",34.8,10.0,348.0,0.0102,3.48,MEDIUM,0.8694,vehicle_crop,8082.9194,146.94,68.2404,0.0,0.6893,0.0,FRONTAL,False,DAY,1,UNREADABLE_TOO_SMALL,,0.0,['unreadable'],False,,val,images/val/cam01_10114_959_755_193x176.jpg,vehicle_crop,723.613,133.45,76.89,UNKNOWN,UNKNOWN,UNREADABLE_TOO_SMALL,unreadable,adjudicated_proposal,vlm,False,p000204
cam01_10115_403_649_173x116,cam01,10115,D:\tessttt\testttttt\reports\deep\frames\cam01_0115.jpg,"[124.6, 56.8, 133.1, 60.5]",8.4,3.7,31.08,0.0015,2.2703,VERY_SMALL,0.2915,vehicle_crop,11019.1728,78.75,49.4601,0.0,0.569,,UNKNOWN,False,DAY,1,UNREADABLE_TOO_SMALL,,0.0,"['tiny', 'low_light', 'low_confidence', 'unreadable']",False,,val,images/val/cam01_10115_403_649_173x116.jpg,vehicle_crop,850.899,134.26,76.46,UNKNOWN,UNKNOWN,UNREADABLE_TOO_SMALL,tiny|low_light|low_confidence|unreadable,adjudicated_proposal,vlm,False,p000207
cam01_10115_847_688_151x120,cam01,10115,D:\tessttt\testttttt\reports\deep\frames\cam01_0115.jpg,"[48.6, 72.5, 73.9, 79.4]",25.3,6.9,174.57,0.0096,3.6667,MEDIUM,0.5144,vehicle_crop,7483.5734,138.4114,46.6161,0.0,0.634,,UNKNOWN,False,DAY,1,UNREADABLE_TOO_SMALL,,0.0,['unreadable'],False,,val,images/val/cam01_10115_847_688_151x120.jpg,vehicle_crop,850.899,134.26,76.46,UNKNOWN,UNKNOWN,UNREADABLE_TOO_SMALL,unreadable,adjudicated_proposal,vlm,False,p000206
cam01_10115_1026_689_139x132,cam01,10115,D:\tessttt\testttttt\reports\deep\frames\cam01_0115.jpg,"[52.5, 79.5, 79.1, 86.9]",26.5,7.4,196.1,0.0107,3.5811,MEDIUM,0.5931,vehicle_crop,8042.4389,132.672,68.1376,0.0,0.6889,,UNKNOWN,False,DAY,1,UNREADABLE_TOO_SMALL,,0.0,['unreadable'],False,,val,images/val/cam01_10115_1026_689_139x132.jpg,vehicle_crop,850.899,134.26,76.46,UNKNOWN,UNKNOWN,UNREADABLE_TOO_SMALL,unreadable,adjudicated_proposal,vlm,False,p000205
cam01_10116_401_651_173x114,cam01,10116,D:\tessttt\testttttt\reports\deep\frames\cam01_0116.jpg,"[125.9, 55.0, 134.6, 58.4]",8.7,3.4,29.58,0.0015,2.5588,VERY_SMALL,0.3212,vehicle_crop,7404.5926,92.2593,36.1782,0.0,0.5395,,UNKNOWN,False,DAY,1,UNREADABLE_TOO_SMALL,,0.0,"['tiny', 'low_confidence', 'unreadable']",False,,val,images/val/cam01_10116_401_651_173x114.jpg,vehicle_crop,841.456,134.12,76.36,UNKNOWN,UNKNOWN,UNREADABLE_TOO_SMALL,tiny|low_confidence|unreadable,adjudicated_proposal,vlm,False,p000208
cam01_10116_619_911_112x111,cam01,10116,D:\tessttt\testttttt\reports\deep\frames\cam01_0116.jpg,"[36.3, 71.6, 44.3, 74.6]",8.0,3.0,24.0,0.0019,2.6667,VERY_SMALL,0.2528,vehicle_crop,11844.5399,140.5833,29.7698,0.0,0.5415,,UNKNOWN,False,DAY,1,UNREADABLE_TOO_SMALL,,0.0,"['tiny', 'low_contrast', 'low_confidence', 'unreadable']",False,,val,images/val/cam01_10116_619_911_112x111.jpg,vehicle_crop,841.456,134.12,76.36,UNKNOWN,UNKNOWN,UNREADABLE_TOO_SMALL,tiny|low_contrast|low_confidence|unreadable,adjudicated_proposal,vlm,False,p000209
cam01_10116_619_911_112x111,cam01,10116,D:\tessttt\testttttt\reports\deep\frames\cam01_0116.jpg,"[56.3, 62.3, 65.6, 65.8]",9.3,3.6,33.48,0.0027,2.5833,VERY_SMALL,0.215,vehicle_crop,4659.2785,52.8519,33.1882,0.0,0.4864,,UNKNOWN,False,DAY,1,UNREADABLE_TOO_SMALL,,0.0,"['tiny', 'low_light', 'low_confidence', 'unreadable']",False,,val,images/val/cam01_10116_619_911_112x111.jpg,vehicle_crop,841.456,134.12,76.36,UNKNOWN,UNKNOWN,UNREADABLE_TOO_SMALL,tiny|low_light|low_confidence|unreadable,adjudicated_proposal,vlm,False,p000210
cam01_10117_1044_616_93x84,cam01,10117,D:\tessttt\testttttt\reports\deep\frames\cam01_0117.jpg,"[58.0, 49.8, 75.7, 54.6]",17.7,4.8,84.96,0.0109,3.6875,SMALL,0.4074,vehicle_crop,6833.6188,30.7294,35.6299,0.0,0.4864,,UNKNOWN,False,DAY,1,UNREADABLE_TOO_SMALL,,0.0,"['low_light', 'unreadable']",False,,val,images/val/cam01_10117_1044_616_93x84.jpg,vehicle_crop,878.716,135.92,75.45,UNKNOWN,UNKNOWN,UNREADABLE_TOO_SMALL,low_light|unreadable,adjudicated_proposal,vlm,False,p000211
cam02_20003_1538_256_111x90,cam02,20003,D:\tessttt\testttttt\reports\deep\frames\cam02_0003.jpg,"[36.0, 57.7, 55.2, 63.1]",19.1,5.4,103.14,0.0103,3.537,SMALL,0.8483,vehicle_crop,16581.6617,143.3596,81.1191,0.0,0.6612,,UNKNOWN,False,DAY,1,UNREADABLE_TOO_SMALL,,0.0,['unreadable'],False,,train,images/train/cam02_20003_1538_256_111x90.jpg,vehicle_crop,1177.314,144.09,45.82,UNKNOWN,UNKNOWN,UNREADABLE_TOO_SMALL,unreadable,adjudicated_proposal,vlm,False,p000212
cam02_20003_1580_291_131x120,cam02,20003,D:\tessttt\testttttt\reports\deep\frames\cam02_0003.jpg,"[5.0, 22.9, 13.2, 28.3]",8.2,5.4,44.28,0.0028,1.5185,VERY_SMALL,0.6118,vehicle_crop,8970.9336,144.8125,84.5837,0.0,0.6376,,UNKNOWN,False,DAY,1,UNREADABLE_TOO_SMALL,,0.0,"['tiny', 'unreadable']",False,,train,images/train/cam02_20003_1580_291_131x120.jpg,vehicle_crop,1177.314,144.09,45.82,UNKNOWN,UNKNOWN,UNREADABLE_TOO_SMALL,tiny|unreadable,adjudicated_proposal,vlm,False,p000213
cam02_20004_1493_326_167x152,cam02,20004,D:\tessttt\testttttt\reports\deep\frames\cam02_0004.jpg,"[7.0, 32.3, 15.9, 38.2]",8.9,5.8,51.62,0.002,1.5345,VERY_SMALL,0.7691,vehicle_crop,12413.5816,177.5625,62.3648,0.0,0.6018,,UNKNOWN,False,DAY,1,UNREADABLE_TOO_SMALL,,0.0,"['tiny', 'unreadable']",False,,train,images/train/cam02_20004_1493_326_167x152.jpg,vehicle_crop,1177.494,144.89,45.27,UNKNOWN,UNKNOWN,UNREADABLE_TOO_SMALL,tiny|unreadable,adjudicated_proposal,vlm,False,p000215
cam02_20005_1309_326_176x144,cam02,20005,D:\tessttt\testttttt\reports\deep\frames\cam02_0005.jpg,"[51.2, 98.2, 78.8, 106.3]",27.6,8.0,220.8,0.0087,3.45,MEDIUM,0.8524,vehicle_crop,16865.0671,145.1759,72.9089,0.0,0.6752,3.5763,FRONTAL,False,DAY,1,UNREADABLE_TOO_SMALL,,0.0,['unreadable'],False,,train,images/train/cam02_20005_1309_326_176x144.jpg,vehicle_crop,1240.678,143.29,46.1,UNKNOWN,UNKNOWN,UNREADABLE_TOO_SMALL,unreadable,adjudicated_proposal,vlm,False,p000217
cam02_20005_1370_380_218x194,cam02,20005,D:\tessttt\testttttt\reports\deep\frames\cam02_0005.jpg,"[9.0, 44.7, 17.9, 52.0]",8.9,7.3,64.97,0.0015,1.2192,VERY_SMALL,0.7892,vehicle_crop,3978.5898,141.1406,79.0124,0.0,0.6416,,UNKNOWN,False,DAY,1,UNREADABLE_TOO_SMALL,,0.0,"['tiny', 'unreadable']",False,,train,images/train/cam02_20005_1370_380_218x194.jpg,vehicle_crop,1240.678,143.29,46.1,UNKNOWN,UNKNOWN,UNREADABLE_TOO_SMALL,tiny|unreadable,adjudicated_proposal,vlm,False,p000218
cam02_20005_1370_380_218x194,cam02,20005,D:\tessttt\testttttt\reports\deep\frames\cam02_0005.jpg,"[66.5, 131.6, 101.9, 143.9]",35.4,12.2,431.88,0.0102,2.9016,MEDIUM,0.563,vehicle_crop,4259.2299,176.381,46.0545,0.0,0.6106,3.5763,FRONTAL,False,DAY,1,UNREADABLE_TOO_SMALL,,0.0,['unreadable'],False,,train,images/train/cam02_20005_1370_380_218x194.jpg,vehicle_crop,1240.678,143.29,46.1,UNKNOWN,UNKNOWN,UNREADABLE_TOO_SMALL,unreadable,adjudicated_proposal,vlm,False,p000219
cam02_20006_1088_392_250x205,cam02,20006,D:\tessttt\testttttt\reports\deep\frames\cam02_0006.jpg,"[68.5, 131.5, 105.7, 144.0]",37.2,12.5,465.0,0.0091,2.976,MEDIUM,0.8533,vehicle_crop,4580.0728,130.3035,85.1719,0.0,0.7115,0.0,FRONTAL,False,DAY,1,UNREADABLE_TOO_SMALL,,0.0,['unreadable'],False,,train,images/train/cam02_20006_1088_392_250x205.jpg,vehicle_crop,1260.52,139.76,48.12,UNKNOWN,UNKNOWN,UNREADABLE_TOO_SMALL,unreadable,adjudicated_proposal,vlm,False,p000221
cam02_20007_625_500_426x338,cam02,20007,D:\tessttt\testttttt\reports\deep\frames\cam02_0007.jpg,"[101.1, 243.6, 152.4, 261.2]",51.3,17.5,897.75,0.0062,2.9314,LARGE,0.8252,vehicle_crop,2534.9182,136.2331,87.4144,0.0,0.733,0.0,FRONTAL,False,DAY,1,UNREADABLE_TOO_SMALL,,0.0,['unreadable'],False,,train,images/train/cam02_20007_625_500_426x338.jpg,vehicle_crop,1313.635,131.59,52.89,UNKNOWN,UNKNOWN,UNREADABLE_TOO_SMALL,unreadable,adjudicated_proposal,vlm,False,p000224
cam02_20007_797_601_489x436,cam02,20007,D:\tessttt\testttttt\reports\deep\frames\cam02_0007.jpg,"[118.6, 316.6, 186.3, 345.6]",67.7,29.0,1963.3,0.0092,2.3345,LARGE,0.8999,vehicle_crop,1148.3294,150.1014,67.1939,0.0,0.7518,0.0,FRONTAL,False,DAY,1,NOT_ATTEMPTED,,0.0,[],False,,train,images/train/cam02_20007_797_601_489x436.jpg,vehicle_crop,1313.635,131.59,52.89,UNKNOWN,UNKNOWN,NOT_ATTEMPTED,none,adjudicated_proposal,vlm,False,p000223
cam02_20009_273_210_284x229,cam02,20009,D:\tessttt\testttttt\reports\deep\frames\cam02_0009.jpg,"[88.0, 142.7, 104.9, 153.9]",16.9,11.2,189.28,0.0029,1.5089,SMALL,0.8255,vehicle_crop,1812.0522,168.9716,36.7736,0.0,0.5498,,UNKNOWN,False,DAY,1,UNREADABLE_TOO_SMALL,,0.0,['unreadable'],False,,train,images/train/cam02_20009_273_210_284x229.jpg,vehicle_crop,1150.727,146.34,45.52,UNKNOWN,UNKNOWN,UNREADABLE_TOO_SMALL,unreadable,adjudicated_proposal,vlm,False,p000225
cam02_20011_728_179_351x177,cam02,20011,D:\tessttt\testttttt\reports\deep\frames\cam02_0011.jpg,"[84.1, 109.6, 97.5, 118.7]",13.4,9.1,121.94,0.002,1.4725,SMALL,0.7107,vehicle_crop,3474.7719,161.8803,55.4741,0.0,0.6139,,UNKNOWN,False,DAY,1,UNREADABLE_TOO_SMALL,,0.0,['unreadable'],False,,train,images/train/cam02_20011_728_179_351x177.jpg,vehicle_crop,1153.792,147.52,45.26,UNKNOWN,UNKNOWN,UNREADABLE_TOO_SMALL,unreadable,adjudicated_proposal,vlm,False,p000227
cam02_20012_1304_343_191x154,cam02,20012,D:\tessttt\testttttt\reports\deep\frames\cam02_0012.jpg,"[30.0, 108.5, 44.8, 112.2]",14.8,3.8,56.24,0.0019,3.8947,SMALL,0.2003,vehicle_crop,17670.7857,140.8393,73.6332,0.0,0.654,,UNKNOWN,False,DAY,1,UNREADABLE_TOO_SMALL,,0.0,"['low_confidence', 'unreadable']",False,,train,images/train/cam02_20012_1304_343_191x154.jpg,vehicle_crop,1191.906,143.65,45.8,UNKNOWN,UNKNOWN,UNREADABLE_TOO_SMALL,low_confidence|unreadable,adjudicated_proposal,vlm,False,p000228
cam02_20013_1089_396_266x225,cam02,20013,D:\tessttt\testttttt\reports\deep\frames\cam02_0013.jpg,"[70.1, 154.4, 106.7, 167.4]",36.6,13.0,475.8,0.0079,2.8154,MEDIUM,0.8662,vehicle_crop,7011.6214,142.8568,72.0836,0.0,0.6958,0.0,FRONTAL,False,DAY,1,UNREADABLE_TOO_SMALL,,0.0,['unreadable'],False,,train,images/train/cam02_20013_1089_396_266x225.jpg,vehicle_crop,1221.905,144.02,46.77,UNKNOWN,UNKNOWN,UNREADABLE_TOO_SMALL,unreadable,adjudicated_proposal,vlm,False,p000229
